formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C8H12N2O5	[M + H]+	C8H13N2O5+	Amino acids and Peptides	0.938	Small peptides	0.926	Aminoacids	0.382	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.998	Amino acids and derivatives	0.998	Alpha amino acids and derivatives	0.993	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Diazinanes; Amines; Tertiary amines; N-alkylpiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	217.082	1044	603012706323993908	603010840655501923	601
1	C8H18N2O2	[M + H]+	C8H19N2O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Alpha amino acids	0.967	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Trialkylamines; Alpha amino acids; Amines; Primary amines; Tertiary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	175.144	1070	603012702020637651	603010840777136744	602
1	C10H23NS	[M + H]+	C10H24NS+	Alkaloids	0.718	Ornithine alkaloids	0.254	Polyamines	0.252	Organic nitrogen compounds	0.993	Organonitrogen compounds	0.994	Amines	0.953	Secondary amines	0.805	Dialkylamines	0.835	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Thioethers; Dialkylamines; Amines; Secondary amines; Sulfenyl compounds; Dialkylthioethers; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	190.163	1073	603012657032530629	603010840886188653	603
1	C9H20N2O2	[M + H]+	C9H21N2O2+	Amino acids and Peptides	0.999	Small peptides	0.999	Aminoacids	0.998	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.949	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	189.160	1073	603012613101379617	603010840991046258	604
1	C6H12N2O4S2	[M + H]+	C6H13N2O4S2+	Amino acids and Peptides	0.985	Small peptides	0.998	Aminoacids	0.996	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	L-cysteine-S-conjugates	0.502	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic disulfides; Sulfenyl compounds; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; L-cysteine-S-conjugates; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	241.031	1074	603012649948350522	603010841100098167	605
1	C5H11N3O	[M + H]+	C5H12N3O+	Amino acids and Peptides	0.502	Small peptides	0.754	Aminoacids	0.810	Lipids and lipid-like molecules	0.692	Fatty Acyls	0.731	Fatty acids and conjugates	0.799	Straight chain fatty acids	0.833	Straight chain fatty acids	0.833	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Straight chain fatty acids; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.097	1083	603012658546674514	603010841200761468	606
1	C6H11N3O2	[M + H]+	C6H12N3O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.933	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	158.092	1083	603012651953228079	603010841301424769	607
1	C6H11N3O2	[M + H3N + H]+	C6H15N4O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.889	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	175.119	1083	603012713710164307	603010841406282374	609
1	C7H17N3S	[M + H]+	C7H18N3S+	Alkaloids	0.903	Ornithine alkaloids	0.767	Polyamines	0.841	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Guanidines	0.886			Guanidines	0.886	Organic compounds; Organosulfur compounds; Imines; Organonitrogen compounds; Guanidines; Carboximidamides; Sulfenyl compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	176.122	1084	603012654121683344	603010841515334283	610
2	C18H29N7O6	[M + Na]+	C18H29N7NaO6+	Amino acids and Peptides	0.993	Small peptides	0.990	Dipeptides	0.654	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.991	Peptides	0.901	Oligopeptides	0.532	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	462.204	1084	603012611654344495	603010841611803280	611
1	C12H13ClN2O5S	[M + Na]+	C12H13ClN2NaO5S+	Amino acids and Peptides	0.892	Small peptides	0.400	Aminoacids	0.096	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.983	Amino acids and derivatives	0.983	Alpha amino acids and derivatives	0.960	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Aryl chlorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Carbonyl compounds; Diazinanes; Benzenoids; Amines; Tertiary amines; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	355.011	1087	603012746778064757	603010841712466581	612
1	C5H9N	[M + H]+	C5H10N+	Alkaloids	0.939	Lysine alkaloids	0.467	Piperidine alkaloids	0.814	Organoheterocyclic compounds	0.948	Piperidines	0.728					Piperidines	0.728	Organic compounds; Organoheterocyclic compounds; Piperidines; Organonitrogen compounds; Dialkylamines; Amines; Secondary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	84.081	1088	603012786821091892	603010841813129882	614
1	C6H12N2O	[M + H]+	C6H13N2O+	Amino acids and Peptides	0.443	Small peptides	0.574	Piperidine alkaloids	0.277	Organic acids and derivatives	0.987	Carboxylic acids and derivatives	0.979	Amino acids, peptides, and analogues	0.975	Amino acids and derivatives	0.974	Alpha amino acid amides	0.882	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	129.102	1088	603012727261964480	603010841926376095	615
1	C6H11NO2	[M + H]+	C6H12NO2+	Alkaloids	0.901	Small peptides	0.412	Aminoacids	0.438	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.990	Amino acids and derivatives	0.990	Alpha amino acids	0.902	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Piperidinecarboxylic acids and derivatives; Dialkylamines; Alpha amino acids; Piperidinecarboxylic acids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.086	1088	603012725433247572	603010842056399524	616
1	C6H14N2O2	[M + H]+	C6H15N2O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	L-alpha-amino acids	0.528	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	147.113	1089	603012748598392956	603010842190617257	617
2	C15H27N7O8	[M + H]+	C15H28N7O8+	Carbohydrates	0.997	Nucleosides	0.930	Purine nucleosides	0.923	Organic oxygen compounds	1.000	Organooxygen compounds	0.998	Carbohydrates and carbohydrate conjugates	0.840	Glycosyl compounds	0.779	Glycosylamines	0.801	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Monoalkylamines; Aminopyrimidines and derivatives; Diazines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	434.198	1089	603012778780609546	603010842568104632	621
1	C6H15NO3S	[M + H]+	C6H16NO3S+	Fatty acids	0.156	Pseudoalkaloids (transamidation)	0.030	Sphingoid bases	0.088	Organosulfur compounds	0.971	Sulfonyls	0.911					Sulfonyls	0.911	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Sulfonyls; Dialkylamines; Amines; Secondary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	182.084	1088	603012756252999903	603010842685545149	622
7	C16H26N6O8	[M + Na]+	C16H26N6NaO8+	Carbohydrates	0.915	Nucleosides	0.966	Purine nucleosides	0.957	Nucleosides, nucleotides, and analogues	0.756	Purine nucleosides	0.637					Purine nucleosides	0.637	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid amides; Purine nucleosides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	453.175	1088	603012754340396664	603010842807179970	623
